序號	漢字	Unicode	字集	本土包	日語包	粵語包	命名包	有疑問／想挑戰紀錄
7064	𠝹	20779	ExtB			V		
9042	𠞩	207A9	ExtB	V				
9043	𠞭	207AD	ExtB	V				
11584	𠠃	20803	ExtB	V				
11585	𠠝	2081D	ExtB	V				
6738	𠢕	20895	ExtB	V				
17772	𠮟	20B9F	ExtB		V			
9044	𠯗	20BD7	ExtB	V				
7065	𠱁	20C41	ExtB			V		
11586	𠱓	20C53	ExtB			V		
11587	𠲿	20CBF	ExtB	V				
7066	𠺝	20E9D	ExtB			V		
7067	𠺢	20EA2	ExtB			V		
6739	𠻹	20EF9	ExtB			V		
9047	𠼮	20F2E	ExtB			V		
8137	𠽌	20F4C	ExtB			V		
11598	𡁵	21075	ExtB			V		
7068	𡁻	2107B	ExtB			V		
6740	𡃁	210C1	ExtB			V		
17782	𡃶	210F6	ExtB			V		
18376	𡟚	217DA	ExtB				V	
8140	𡢃	21883	ExtB	V				
13525	𡩋	21A4B	ExtB				V	
8141	𡳞	21CDE	ExtB	V				
8142	𢃇	220C7	ExtB			V		
11602	𢎙	22399	ExtB	V				
13531	𢞵	227B5	ExtB			V		
7069	𢪱	22AB1	ExtB	V				
9914	𢫏	22ACF	ExtB			V		
9051	𢫦	22AE6	ExtB	V				
7070	𢭃	22B43	ExtB			V		
7071	𢯊	22BCA	ExtB			V		
11605	𢯭	22BED	ExtB	V				
9915	𢯾	22BFE	ExtB	V				
7072	𢱕	22C55	ExtB			V		
11606	𢱤	22C64	ExtB	V				
11607	𢲴	22CB4	ExtB	V				
9053	𢲸	22CB8	ExtB	V				
8143	𢳂	22CC2	ExtB			V		
9054	𢳆	22CC6	ExtB	V				
11608	𢳪	22CEA	ExtB	V				
7073	𢵌	22D4C	ExtB			V		
11610	𢶀	22D80	ExtB	V				
9055	𢼌	22F0C	ExtB	V				
11611	𢼛	22F1B	ExtB	V				
9056	𣁳	23073	ExtB	V				
7483	𣍐	23350	ExtB	V				
8145	𣛮	236EE	ExtB	V				
9057	𣮈	23B88	ExtB	V				
11612	𣲩	23CA9	ExtB	V				
8146	𣲷	23CB7	ExtB			V		
8147	𣻸	23EF8	ExtB	V				
11613	𣼎	23F0E	ExtB	V				
6741	𤆬	241AC	ExtB	V				
8148	𤉙	24259	ExtB	V				
11614	𤊶	242B6	ExtB	V				
9058	𤌍	2430D	ExtB	V				
11615	𤍒	24352	ExtB	V				
11616	𤐙	24419	ExtB	V				
11617	𤐰	24430	ExtB	V				
7074	𤓓	244D3	ExtB			V		
11618	𤘅	24605	ExtB	V				
9918	𤞚	2479A	ExtB	V				
17819	𤧟	249DF	ExtB				V	
9059	𤲍	24C8D	ExtB	V				
9919	𤶃	24D83	ExtB	V				
8149	𤶸	24DB8	ExtB			V		
7075	𤷪	24DEA	ExtB			V		
11619	𤸁	24E01	ExtB	V				
11620	𤸱	24E31	ExtB	V				
9920	𤺅	24E85	ExtB	V				
9060	𤺧	24EA7	ExtB			V		
9921	𤺪	24EAA	ExtB	V				
6742	𥄫	2512B	ExtB			V		
9922	𥉌	2524C	ExtB	V				
9923	𥌚	2531A	ExtB	V				
7076	𥍉	25349	ExtB	V				
9924	𥐵	25435	ExtB	V				
7484	𥑮	2546E	ExtB	V				
17826	𥕢	25562	ExtB				V	
11621	𥯟	25BDF	ExtB	V				
11622	𥯥	25BE5	ExtB	V				
7077	𥰔	25C14	ExtB	V				
7078	𥴊	25D0A	ExtB	V				
9062	𥹉	25E49	ExtB			V		
11623	𥺆	25E86	ExtB	V				
9063	𦉎	2624E	ExtB	V				
8150	𦉘	26258	ExtB			V		
9064	𦊓	26293	ExtB	V				
9065	𦜆	26706	ExtB	V				
7079	𦟌	267CC	ExtB			V		
9066	𦟪	267EA	ExtB	V				
8151	𦧲	269F2	ExtB			V		
7080	𦧺	269FA	ExtB			V		
17843	𦰡	26C21	ExtB				V	
18221	𧃽	270FD	ExtB				V	
9067	𧉟	2725F	ExtB	V				
7081	𧊅	27285	ExtB	V				
9068	𧌄	27304	ExtB	V				
18346	𧥺	2797A	ExtB			V		
11626	𧩣	27A63	ExtB	V				
9069	𧮙	27B99	ExtB	V				
11627	𧻴	27EF4	ExtB	V				
9070	𧿬	27FEC	ExtB	V				
9071	𧿳	27FF3	ExtB	V				
8152	𨂾	280BE	ExtB	V				
9072	𨂿	280BF	ExtB	V				
7485	𨃰	280F0	ExtB	V				
11629	𨅔	28154	ExtB	V				
7082	𨅝	2815D	ExtB			V		
6398	𨋢	282E2	ExtB			V		
6399	𨑨	28468	ExtB	V				
11630	𨒇	28487	ExtB	V				
11632	𨢑	28891	ExtB	V				
6400	𨳊	28CCA	ExtB			V		
6401	𨳍	28CCD	ExtB			V		
6402	𨳒	28CD2	ExtB			V		
6743	𨶙	28D99	ExtB			V		
9927	𩑾	2947E	ExtB	V				
9073	𩓥	294E5	ExtB			V		
7486	𩚨	296A8	ExtB	V				
9074	𩛩	296E9	ExtB	V				
11633	𩜄	29704	ExtB	V				
11634	𩜰	29730	ExtB	V				
9075	𩵱	29D71	ExtB	V				
6744	𩶘	29D98	ExtB			V		
9076	𩸙	29E19	ExtB	V				
9077	𩸶	29E36	ExtB	V				
17877	𩻸	29EF8	ExtB				V	
11635	𩼧	29F27	ExtB	V				
9078	𪁎	2A04E	ExtB	V				
9928	𪐞	2A41E	ExtB	V				
11636	𪖐	2A590	ExtB	V				
11637	𪘒	2A612	ExtB	V				
7083	𪜶	2A736	ExtC	V				
11638	𪹚	2AE5A	ExtC	V				
9929	𫝏	2B74F	ExtD	V				
11639	𫝘	2B758	ExtD	V				
9930	𫝛	2B75B	ExtD	V				
7487	𫝺	2B77A	ExtD	V				
9079	𫝻	2B77B	ExtD	V				
9080	𫞼	2B7BC	ExtD	V				
9081	𫟂	2B7C2	ExtD	V				
11640	𫟧	2B7E7	ExtD	V				
11641	𫠛	2B81B	ExtD	V				
9931	𫣆	2B8C6	ExtE	V				
11642	𬠖	2C816	ExtE	V				
9082	𬦰	2C9B0	ExtE	V				
9932	𰣻	308FB	ExtG	V				
11643	𰹬	30E6C	ExtG	V				
18493	𱱿	31C7F	ExtH	V				
